PROVNUM,PROVNAME,ADDRESS,CITY,STATE,ZIP,PHONE,COUNTY_SSA,COUNTY_NAME,BEDCERT,RESTOT,INHOSP,CCRC_FACIL,SFF,CHOW_LAST_12MOS,SPRINKLER_STATUS,EXP_TOTAL,ADJ_TOTAL,OWNERSHIP,CERTIFICATION,CYCLE_1_DEFS,CYCLE_1_NFROMDEFS,CYCLE_1_NFROMCOMP,CYCLE_1_DEFS_SCORE,CYCLE_1_NUMREVIS,CYCLE_1_REVISIT_SCORE,CYCLE_1_TOTAL_SCORE,CYCLE_1_SURVEY_DATE,CYCLE_2_SURVEY_DATE,FINE_CNT,FINE_TOT,CYCLE_2_TOTAL_SCORE
395572,FAIRVIEW MANOR,900 MANCHESTER ROAD,FAIRVIEW,PA,16415,8148384822,320,Erie,121,108.8,False,False,False,False,True,3.30529,3.53796,For profit - Corporation,Medicare and Medicaid,6,5,1,32,1,0,32,2017-01-06,2015-12-17,0,0,36
395575,THE GARDENS AT STEVENS,400 LANCASTER AVENUE,STEVENS,PA,17578,7173363878,440,Lancaster,82,75.5,False,True,False,False,True,3.62031,3.03843,For profit - Corporation,Medicare and Medicaid,2,2,0,8,1,0,8,2017-03-17,2016-04-29,0,0,84
395577,PREMIER WASHINGTON REHABILITATION AND NURSING CTR,36 OLD HICKORY RIDGE RD,WASHINGTON,PA,15301,7242285010,750,Washington,288,231.2,False,False,False,False,True,3.3423,3.35465,Government - County,Medicare and Medicaid,1,1,0,4,1,0,4,2017-08-11,2016-07-22,0,0,24
395581,ST LUKES VILLA,80 E. NORTHAMPTON STREET,WILKES BARRE,PA,18701,5708261031,480,Luzerne,50,40.8,False,False,False,False,True,3.72411,3.72488,Non profit - Corporation,Medicare and Medicaid,5,5,0,20,1,0,20,2017-04-13,2016-03-02,0,0,40
395582,MOUNTAIN CITY NURSING & REHABILITATION CENTER,403 HAZLE TOWNSHIP BOULEVARD,HAZLETON,PA,18202,5704548888,480,Luzerne,297,267.6,False,False,False,False,True,3.39907,2.27612,Non profit - Other,Medicare and Medicaid,14,4,10,104,1,0,104,2017-05-05,2016-06-23,0,0,192
395583,SOUTH MOUNTAIN RESTORATION CEN,BUILDING #1,SOUTH MOUNTAIN,PA,17261,7177493121,350,Franklin,159,140.5,False,False,False,False,True,2.81046,4.4538,Government - State,Medicare and Medicaid,21,14,7,237,2,119,356,2017-03-30,2016-03-31,1,9899,92
395585,TRANSITIONS HEALTHCARE NORTH HUNTINGDON,8850 BARNES LAKE ROAD,NORTH HUNTINGDON,PA,15642,7248647190,770,Westmoreland,120,112.0,False,True,False,False,True,3.40994,2.85579,For profit - Corporation,Medicare and Medicaid,41,21,25,291,1,0,291,2017-07-27,2016-07-14,0,0,64
395586,BRADFORD COUNTY MANOR,15900 ROUTE 6,TROY,PA,16947,5702974111,130,Bradford,200,159.5,False,False,False,False,True,3.27668,2.80614,Government - County,Medicare and Medicaid,5,4,1,28,1,0,28,2017-05-05,2016-06-03,0,0,122
395587,MEADOWS NURSING AND REHABILITATION CENTER,4 EAST CENTER STREET,DALLAS,PA,18612,5706758600,480,Luzerne,130,120.8,False,True,False,False,True,3.58064,3.27387,Non profit - Corporation,Medicare and Medicaid,8,5,3,48,1,0,48,2017-09-15,2016-08-26,0,0,28
395588,PARK AVENUE REHAB CENTER,14714 PARK AVE EXTENSION,MEADVILLE,PA,16335,8143374228,260,Crawford,173,115.5,False,False,False,False,True,3.52147,3.04091,For profit - Corporation,Medicare and Medicaid,13,10,3,229,1,0,229,2017-07-21,2016-08-11,2,6941,44
395589,MOUNT CARMEL NURSING AND REHAB,2616 LOCUST GAP HIGHWAY,MT CARMEL,PA,17851,5703392501,600,Northumberlnd,121,114.8,False,True,False,False,True,3.57366,3.46813,For profit - Partnership,Medicare and Medicaid,12,10,3,84,2,42,126,2017-03-10,2016-04-29,0,0,36
395590,THE GARDENS AT LITITZ,125 SOUTH BROAD STREET,LITITZ,PA,17543,7176260211,440,Lancaster,42,38.5,False,False,False,False,True,3.21992,3.77154,For profit - Partnership,Medicare and Medicaid,9,4,5,36,1,0,36,2017-11-14,2017-01-05,0,0,151
395591,LUTHER CREST NURSING FACILITY,800 HAUSMAN ROAD,ALLENTOWN,PA,18104,6103988011,470,Lehigh,60,58.6,False,True,False,False,True,3.37152,3.56351,Non profit - Corporation,Medicare and Medicaid,4,4,0,28,1,0,28,2017-03-31,2016-04-28,0,0,20
395592,HAIDA HEALTHCARE AND REHABILITATION CENTER,THIRD AVENUE EXTENSION,HASTINGS,PA,16646,8142476578,160,Cambria,98,89.3,False,False,False,False,True,3.48213,3.00702,For profit - Corporation,Medicare and Medicaid,17,13,6,68,1,0,68,2017-04-27,2016-04-07,0,0,210
395593,QUALITY LIFE SERVICES - GROVE CITY,400 HILLCREST AVENUE,GROVE CITY,PA,16127,7244589501,530,Mercer,109,94.6,False,True,False,False,True,3.3162,3.23603,For profit - Partnership,Medicare and Medicaid,9,9,0,40,1,0,40,2017-05-18,2016-06-03,0,0,92
395594,OIL CITY HEALTHCARE AND REHABILITATION CENTER,1293 GRANDVIEW ROAD,OIL CITY,PA,16301,8146768208,730,Venango,95,85.9,False,False,False,False,True,3.25861,3.18761,For profit - Corporation,Medicare and Medicaid,4,4,0,20,1,0,20,2016-12-22,2016-02-19,0,0,16
395595,"THE BELVEDERE CENTER, GENESIS HEALTHCARE",2507 CHESTNUT STREET,CHESTER,PA,19013,6108725373,290,Delaware,150,133.1,False,False,False,False,True,3.02058,3.49181,For profit - Partnership,Medicare and Medicaid,8,6,2,40,1,0,40,2016-12-08,2016-01-26,0,0,52
395596,BRIDGEVILLE REHABILITATION & CARE CENTER,3590 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,4122572474,10,Allegheny,194,166.9,False,True,False,False,True,3.53191,3.00214,For profit - Corporation,Medicare and Medicaid,9,9,0,48,1,0,48,2017-07-17,2016-06-10,0,0,28
395597,PICKERING MANOR HOME,226 NORTH LINCOLN AVE,NEWTOWN,PA,18940,2159683878,140,Bucks,47,43.5,False,True,False,False,True,3.47887,4.18794,Non profit - Corporation,Medicare and Medicaid,2,2,1,12,1,0,12,2017-08-04,2016-09-09,0,0,4
395599,BLOUGH HEALTH CARE CENTER INC,316 EAST MARKET STREET,BETHLEHEM,PA,18018,6108684982,590,Northampton,44,19.4,False,False,False,False,True,3.58621,3.88255,For profit - Corporation,Medicare,6,6,0,48,1,0,48,2017-06-02,2016-07-08,0,0,16
395604,GREENSBURG CARE CENTER,119 INDUSTRIAL PARK ROAD,GREENSBURG,PA,15601,7248362480,770,Westmoreland,120,104.6,False,False,False,False,True,3.31666,3.49729,For profit - Corporation,Medicare and Medicaid,18,13,7,80,1,0,80,2017-04-20,2016-03-03,0,0,76
395605,ST BARNABAS NURSING HOME,5827 MERIDIAN ROAD,GIBSONIA,PA,15044,7244430700,10,Allegheny,172,92.3,False,True,False,False,True,3.44236,2.26765,Non profit - Corporation,Medicare and Medicaid,5,5,0,32,1,0,32,2017-04-24,2016-02-12,0,0,114
395606,JOHN J KANE REGIONAL CENTER-RO,110 MCINTYRE ROAD,PITTSBURGH,PA,15237,4123692020,10,Allegheny,240,200.3,False,False,False,False,True,3.16559,3.35437,Government - County,Medicare and Medicaid,4,4,0,32,1,0,32,2017-06-15,2016-07-22,0,0,88
395607,SHIPPENVILLE HEALTHCARE AND REHABILITATION CENTER,21158 PAINT BOULEVARD,SHIPPENVILLE,PA,16254,8142265660,220,Clarion,120,81.7,False,False,False,False,True,3.4194,2.92195,For profit - Corporation,Medicare and Medicaid,5,5,0,16,1,0,16,2017-04-13,2016-07-01,0,0,32
395609,ROUSE WARREN COUNTY HOME,701 ROUSE AVENUE,YOUNGSVILLE,PA,16371,8145637565,740,Warren,176,166.5,False,False,False,False,True,3.33933,3.80415,Government - County,Medicare and Medicaid,7,7,0,48,1,0,48,2017-07-14,2016-05-26,0,0,32
395610,RICHLAND HEALTHCARE AND REHABILITATION CENTER,349 VOTECH DRIVE,JOHNSTOWN,PA,15904,8142669702,160,Cambria,97,90.2,False,False,False,False,True,3.63351,2.9146,For profit - Corporation,Medicare and Medicaid,11,9,2,64,1,0,64,2017-05-25,2016-05-04,0,0,128
395612,SPIRITRUST LUTHERAN THE VILLAGE AT SPRENKLE DRIVE,1801 FOLKEMER CIRCLE,YORK,PA,17404,7177675404,800,York,104,98.2,False,True,False,False,True,3.53214,3.27105,Non profit - Corporation,Medicare and Medicaid,15,9,6,213,1,0,213,2017-03-02,2016-02-11,0,0,30
395613,FALLING SPRING NURSING AND REHABILITATION CENTER,201 FRANKLIN FARM LANE,CHAMBERSBURG,PA,17201,7172642715,350,Franklin,186,161.0,False,False,True,False,True,3.55002,3.09548,For profit - Corporation,Medicare and Medicaid,68,21,52,392,2,196,588,2017-03-09,2016-03-10,0,0,255
395614,ROLLING HILLS HEALTHCARE AND REHABILITATION CENTER,17350 OLD TURNPIKE ROAD,MILLMONT,PA,17845,5709223351,720,Union,57,55.5,False,False,False,False,True,3.37728,3.0601,For profit - Corporation,Medicare and Medicaid,16,14,4,84,1,0,84,2017-02-16,2016-03-04,0,0,88
395616,"SUSQUE VIEW HOME, INC",22 CREE DRIVE,LOCK HAVEN,PA,17745,5707489377,240,Clinton,146,132.4,False,False,False,False,True,3.2974,3.66308,Government - County,Medicare and Medicaid,15,15,2,80,1,0,80,2017-08-03,2016-09-16,0,0,4
395617,JOHN J KANE REGIONAL CENTER-SC,300 KANE BOULEVARD,PITTSBURGH,PA,15243,4124293020,10,Allegheny,311,260.4,False,False,False,False,True,3.11848,3.73022,Government - County,Medicare and Medicaid,1,0,1,4,0,0,4,2017-08-04,2016-07-01,0,0,36
395618,MULBERRY HEALTHCARE AND REHABILITATION CENT,411 1/2 W MAHONING STREET,PUNXSUTAWNEY,PA,15767,8149386020,400,Jefferson,75,67.1,False,True,False,False,True,3.5354,3.09759,For profit - Corporation,Medicare and Medicaid,21,9,12,100,1,0,100,2017-04-06,2016-04-27,0,0,198
395619,"ROLLING FIELDS, INC",9108 STATE HIGHWAY 198,CONNEAUTVILLE,PA,16406,8145872012,260,Crawford,181,163.4,False,True,False,False,True,3.36602,3.20376,For profit - Corporation,Medicare and Medicaid,5,4,1,20,1,0,20,2017-05-05,2016-06-30,0,0,4
395620,WEST HILLS HEALTH AND REHABILITATION CENTER,951 BRODHEAD ROAD,CORAOPOLIS,PA,15108,4122691101,10,Allegheny,150,129.9,False,False,False,False,True,3.4091,3.50139,For profit - Partnership,Medicare and Medicaid,6,5,1,32,1,0,32,2017-09-08,2016-08-19,0,0,32
395621,ST MARY CENTER FOR REHABILITATION & HEALTHCARE,701 LANSDALE AVENUE,LANSDALE,PA,19446,2153680900,560,Montgomery,120,106.2,False,True,False,False,True,3.52519,3.3186,For profit - Individual,Medicare and Medicaid,15,8,7,88,1,0,88,2017-11-03,2016-12-16,0,0,78
395623,GRANDVIEW NURSING AND REHABILITATION,78 WOODBINE LANE,DANVILLE,PA,17821,5702755240,580,Montour,172,157.2,False,True,False,False,True,3.69764,3.33395,For profit - Corporation,Medicare and Medicaid,3,3,0,32,1,0,32,2017-08-04,2016-07-29,0,0,72
395624,ROLLING MEADOWS,107 CURRY ROAD,WAYNESBURG,PA,15370,7246273153,370,Greene,121,104.8,False,False,False,False,True,3.53372,2.88957,For profit - Corporation,Medicare and Medicaid,2,2,0,8,1,0,8,2017-07-27,2016-08-26,0,0,32
395625,HOLY FAMILY RESIDENCE,2500 ADAMS AVENUE,SCRANTON,PA,18509,5703434065,420,Lackawanna,54,51.7,False,False,False,False,True,2.95812,4.87919,Non profit - Corporation,Medicare and Medicaid,3,3,0,12,1,0,12,2017-06-27,2016-05-12,0,0,44
395626,JEFFERSON MANOR HEALTH CENTER,417 ROUTE 28,BROOKVILLE,PA,15825,8148498026,400,Jefferson,160,103.2,False,True,False,False,True,3.42082,4.20521,Non profit - Corporation,Medicare and Medicaid,12,7,5,64,1,0,64,2017-07-20,2016-08-11,0,0,104
395627,FAIRLANE GARDENS NURSING AND REHAB AT READING,21 FAIRLANE ROAD,READING,PA,19606,6107798522,110,Berks,124,108.4,False,False,False,False,True,3.43866,2.90391,For profit - Corporation,Medicare and Medicaid,10,7,4,48,1,0,48,2017-06-09,2016-05-25,0,0,40
395628,RENAISSANCE HEALTHCARE & REHABILITATION CENTER,4712 CHESTER AVENUE,PHILADELPHIA,PA,19143,2157274450,620,Philadelphia,123,113.5,False,False,False,False,True,3.59154,3.33254,For profit - Corporation,Medicare and Medicaid,1,1,0,4,1,0,4,2017-02-15,2016-04-01,0,0,28
395629,MT MACRINA MANOR,520 WEST MAIN STREET,UNIONTOWN,PA,15401,7244301120,330,Fayette,139,124.0,False,False,False,False,True,3.52186,3.74308,Non profit - Church related,Medicare and Medicaid,1,1,0,4,1,0,4,2017-05-11,2016-06-24,0,0,40
395631,UNITED ZION RETIREMENT COMMUNI,722 FURNACE HILL PIKE,LITITZ,PA,17543,7176262071,440,Lancaster,59,52.0,False,True,False,False,True,3.27255,4.44785,Non profit - Corporation,Medicare and Medicaid,4,4,0,20,1,0,20,2017-11-21,2016-10-28,0,0,169
395633,HAVENCREST HEALTHCARE AND REHABILITATION CENTER,1277 COUNTRY CLUB ROAD,MONONGAHELA,PA,15063,7242583000,750,Washington,48,41.5,False,False,False,False,True,3.2787,3.40082,Non profit - Corporation,Medicare and Medicaid,13,12,1,60,1,0,60,2016-11-09,2015-11-12,0,0,28
395634,SOUDERTON MENNONITE HOMES,207 WEST SUMMIT AVENUE,SOUDERTON,PA,18964,2157239881,560,Montgomery,71,66.9,False,True,False,False,True,3.42461,3.53073,Non profit - Corporation,Medicare and Medicaid,2,2,0,8,1,0,8,2017-11-09,2016-12-30,0,0,0
395636,"MANOR AT ST LUKE VILLAGE,THE",1711 EAST BROAD STREET,HAZLETON,PA,18201,5704535122,480,Luzerne,104,92.4,False,False,False,False,True,3.52849,3.07029,For profit - Corporation,Medicare and Medicaid,24,20,4,160,1,0,160,2017-05-12,2016-04-21,0,0,32
395637,HOLY FAMILY HOME,5300 CHESTER AVENUE,PHILADELPHIA,PA,19143,2157295153,620,Philadelphia,45,43.2,False,False,False,False,True,3.23167,6.04052,Non profit - Corporation,Medicare and Medicaid,0,0,0,0,0,0,0,2017-08-02,2016-09-01,0,0,0
395638,MASONIC VILLAGE AT SEWICKLEY,1000 MASONIC DRIVE,SEWICKLEY,PA,15143,4127411400,10,Allegheny,128,124.5,False,True,False,False,True,3.13053,4.13232,Non profit - Corporation,Medicare and Medicaid,3,3,0,24,1,0,24,2017-08-10,2016-09-09,0,0,16
395643,JOHN J KANE REGIONAL CENTER-GL,955 RIVERMONT DRIVE,PITTSBURGH,PA,15207,4124226800,10,Allegheny,255,209.5,False,False,False,False,True,2.81333,4.17014,Government - County,Medicare and Medicaid,6,6,0,52,0,0,52,2017-07-21,2016-08-26,0,0,8
395644,MID-VALLEY HEALTH CARE CENTER,81 STURGES ROAD,PECKVILLE,PA,18452,5703837320,420,Lackawanna,38,34.0,False,False,False,False,True,3.64148,3.25411,For profit - Corporation,Medicare and Medicaid,12,12,0,68,1,0,68,2017-11-09,2016-10-06,0,0,68
395645,EDINBORO MANOR,419 WATERFORD STREET,EDINBORO,PA,16412,8147345021,320,Erie,121,114.4,False,False,False,False,True,3.3312,3.20915,For profit - Corporation,Medicare and Medicaid,7,6,1,48,1,0,48,2017-11-08,2016-10-07,0,0,44
395646,OAK HILL HEALTHCARE AND REHABILITATION CENTER,827 GEORGES STATION ROAD,GREENSBURG,PA,15601,7248377100,770,Westmoreland,48,38.9,False,False,False,False,True,3.38846,3.3232,Non profit - Corporation,Medicare and Medicaid,35,23,16,188,1,0,188,2017-10-12,2016-10-05,0,0,72
395647,SPIRITRUST LUTHERAN THE VILLAGE AT GETTYSBURG,1075 OLD HARRISBURG ROAD,GETTYSBURG,PA,17325,7173346204,0,Adams,100,79.7,False,True,False,False,True,3.37055,3.61406,Non profit - Corporation,Medicare and Medicaid,15,12,3,128,1,0,128,2016-12-08,2015-12-03,0,0,24
395648,PETER BECKER COMMUNITY,800 MAPLE AVENUE,HARLEYSVILLE,PA,19438,2152569501,560,Montgomery,72,68.3,False,True,False,False,True,3.23597,4.20934,Non profit - Church related,Medicare and Medicaid,2,2,0,12,1,0,12,2017-01-20,2015-12-03,0,0,12
395650,WARREN MANOR,682 PLEASANT DRIVE,WARREN,PA,16365,8147237060,740,Warren,121,104.0,False,False,False,False,True,3.40827,3.53755,For profit - Corporation,Medicare and Medicaid,8,8,8,48,1,0,48,2017-11-16,2016-12-09,0,0,24
395651,BIRCHWOOD NURSING AND REHABILITATION CENTER,395 EAST MIDDLE ROAD,NANTICOKE,PA,18634,5707352973,480,Luzerne,121,111.1,False,True,False,False,True,3.62745,2.89475,For profit - Corporation,Medicare and Medicaid,10,8,3,44,1,0,44,2017-05-19,2016-06-10,0,0,40
395652,RIDGEVIEW HEALTHCARE AND REHABILITATION CENTER,30 FOURTH AVENUE,CURWENSVILLE,PA,16833,8142360600,230,Clearfield,131,116.3,False,True,False,False,True,3.32601,3.13787,For profit - Corporation,Medicare and Medicaid,44,18,32,228,2,114,342,2016-12-15,2016-01-28,1,239379,124
395653,WOODHAVEN CARE CENTER,2400 MCGINLEY ROAD,MONROEVILLE,PA,15146,4128564770,10,Allegheny,120,104.7,False,False,False,False,True,3.57306,3.17691,For profit - Partnership,Medicare and Medicaid,9,8,3,36,1,0,36,2017-07-28,2016-06-17,0,0,32
395656,FREDERICK LIVING - CEDARWOOD,2849 BIG ROAD,FREDERICK,PA,19435,6107547878,560,Montgomery,61,57.8,False,True,False,False,True,3.42352,3.90748,Non profit - Corporation,Medicare and Medicaid,0,0,0,0,0,0,0,2017-06-02,2016-07-08,0,0,0
395660,CLAREMONT NRC OF CUMBERLAND CO,1000 CLAREMONT ROAD,CARLISLE,PA,17013,7172432031,270,Cumberland,282,260.4,False,False,False,False,True,3.39967,3.47574,Government - County,Medicare and Medicaid,3,2,1,12,1,0,12,2017-02-10,2016-01-07,0,0,20
395661,MEYERSDALE HEALTHCARE AND REHABILITATION CENTER,201 HOSPITAL DRIVE,MEYERSDALE,PA,15552,8146345966,680,Somerset,99,67.8,False,False,False,False,True,3.52459,3.15899,For profit - Corporation,Medicare and Medicaid,16,11,5,80,1,0,80,2017-11-02,2016-12-29,1,829429,239
395662,"SPRINGS AT THE WATERMARK, THE",2 FRANKLIN TOWN BLVD,PHILADELPHIA,PA,19103,2155631800,620,Philadelphia,109,87.3,False,True,False,False,True,3.20815,4.28381,For profit - Corporation,Medicare and Medicaid,11,11,0,131,1,0,131,2017-02-03,2016-01-07,1,26373,12
395670,MONROEVILLE REHABILITATION AND WELLNESS CENTER,4142 MONROEVILLE BLVD,MONROEVILLE,PA,15146,4128567570,10,Allegheny,120,110.5,False,False,False,False,True,3.4238,3.47467,For profit - Corporation,Medicare and Medicaid,8,7,1,44,1,0,44,2017-05-26,2016-03-25,0,0,28
395671,SOUTHMONT OF PRESBYTERIAN SENIORCARE,835 SOUTH MAIN STREET,WASHINGTON,PA,15301,7242224300,750,Washington,155,141.8,False,True,False,False,True,3.36,3.7,Non profit - Corporation,Medicare and Medicaid,5,5,0,40,1,0,40,2017-01-06,2015-12-04,0,0,12
395672,"VILLAGE AT LUTHER SQUARE, THE",149 WEST 22ND STREET,ERIE,PA,16502,8144523271,320,Erie,110,96.7,False,True,False,False,True,3.26281,3.58124,Non profit - Other,Medicare and Medicaid,7,6,1,60,1,0,60,2017-07-28,2016-08-18,0,0,56
395674,UNIONTOWN HEALTHCARE AND REHABILITATION CENTER,129 FRANKLIN AVENUE,UNIONTOWN,PA,15401,7244395700,330,Fayette,120,113.0,False,False,False,False,True,3.70285,2.7818,For profit - Corporation,Medicare and Medicaid,4,3,1,16,1,0,16,2017-06-08,2016-05-27,0,0,72
395675,WAYNESBURG HEALTHCARE AND REHABILITATION CENTER,300 CENTER AVENUE,WAYNESBURG,PA,15370,7248522020,370,Greene,111,89.8,False,False,False,False,True,3.50985,3.18309,For profit - Corporation,Medicare and Medicaid,11,9,2,60,1,0,60,2017-02-03,2016-02-04,0,0,32
395677,SARAH A TODD MEMORIAL HOME,1000 WEST SOUTH STREET,CARLISLE,PA,17013,7172452187,270,Cumberland,117,106.0,False,True,False,False,True,3.39954,4.0929,Non profit - Corporation,Medicare and Medicaid,13,13,0,225,1,0,225,2017-05-12,2016-06-24,1,11378,0
395678,"WILLIAMSPORT HOME, THE",1900 RAVINE ROAD,WILLIAMSPORT,PA,17701,5703238781,510,Lycoming,129,123.8,False,True,False,False,True,3.54231,3.83377,Non profit - Corporation,Medicare and Medicaid,8,8,0,48,1,0,48,2017-06-02,2016-07-13,0,0,56
395679,THE GROVE AT WASHINGTON,1198 W. WYLIE AVENUE,WASHINGTON,PA,15301,7242222148,750,Washington,74,66.4,False,False,False,False,True,3.28967,3.16308,For profit - Corporation,Medicare and Medicaid,3,3,0,28,1,0,28,2016-12-06,2016-01-08,0,0,54
395680,KUTZTOWN MANOR,120 TREXLER AVENUE,KUTZTOWN,PA,19530,6106836220,110,Berks,140,135.5,False,False,False,False,True,3.4593,3.37399,For profit - Corporation,Medicare and Medicaid,5,5,0,16,1,0,16,2016-11-18,2015-10-23,0,0,20
395681,COUNTRYSIDE CHRISTIAN COMMUNITY,200 BELLANN COURT,ANNVILLE,PA,17003,7178674636,460,Lebanon,33,35.3,False,True,False,False,True,3.22307,2.79301,Non profit - Corporation,Medicare and Medicaid,1,1,0,4,1,0,4,2017-02-24,2016-03-17,0,0,0
395682,PROVIDENCE CARE CENTER,900 THIRD AVE,BEAVER FALLS,PA,15010,7248468504,80,Beaver,180,164.3,False,False,False,False,True,3.37785,3.41178,For profit - Corporation,Medicare and Medicaid,4,3,1,16,1,0,16,2017-07-21,2016-07-29,0,0,36
395683,HIGHLANDS HEALTHCARE AND REHABILITATION CENTER,918 MAIN STREET,LAPORTE,PA,18626,5709467700,690,Sullivan,120,112.4,False,False,False,False,True,3.28527,3.00322,For profit - Corporation,Medicare and Medicaid,5,3,2,24,1,0,24,2017-08-10,2016-10-21,0,0,32
395684,CONCORDIA LUTHERAN HEALTH AND HUMAN CARE,134 MARWOOD ROAD,CABOT,PA,16023,7243521571,150,Butler,142,139.9,False,True,False,False,True,3.67109,3.48833,Non profit - Corporation,Medicare and Medicaid,2,2,0,4,1,0,4,2017-07-14,2016-08-12,0,0,44
395685,MANORCARE HEALTH SERVICES - WALLINGFORD,115 SOUTH PROVIDENCE ROAD,WALLINGFORD,PA,19086,6105653232,290,Delaware,193,172.2,False,False,False,False,True,3.07644,3.55666,For profit - Corporation,Medicare and Medicaid,11,8,4,68,1,0,68,2016-11-07,2015-12-15,0,0,48
395686,ST IGNATIUS NURSING & REHAB CENTER,4401 HAVERFORD AVENUE,PHILADELPHIA,PA,19104,2153498800,620,Philadelphia,176,157.8,False,False,False,False,True,3.56866,3.77572,Non profit - Church related,Medicare and Medicaid,8,8,2,44,1,0,44,2017-05-18,2016-06-13,0,0,24
395687,YORK NURSING AND REHABILITATION CENTER,7101 OLD YORK ROAD,OAK LANE,PA,19126,2154244090,560,Montgomery,240,213.5,False,False,False,False,True,3.31227,3.43404,For profit - Corporation,Medicare and Medicaid,8,6,2,84,1,0,84,2017-06-16,2016-07-01,1,13627,16
395688,FRIENDSHIP VILLAGE OF SOUTH HI,1290 BOYCE ROAD,PITTSBURGH,PA,15241,7249413100,10,Allegheny,89,85.0,False,True,False,False,True,2.90616,3.39578,Non profit - Corporation,Medicare and Medicaid,4,4,0,36,1,0,36,2017-10-26,2016-09-15,0,0,24
395690,HARLEE MANOR NURSING AND REHABILITATION CENTER,463 WEST SPROUL ROAD,SPRINGFIELD,PA,19064,6105442200,290,Delaware,100,68.7,False,True,False,False,True,3.40056,2.98263,For profit - Corporation,Medicare,7,7,2,163,1,0,163,2017-09-14,2016-08-11,0,0,0
395691,RIVERSTREET MANOR,440 NORTH RIVER STREET,WILKES-BARRE,PA,18702,5708255611,480,Luzerne,122,115.0,False,False,False,False,True,3.57101,2.9717,For profit - Partnership,Medicare and Medicaid,8,5,3,60,1,0,60,2017-09-29,2016-08-05,0,0,48
395692,TRANSITIONS HEALTHCARE WASHINGTON PA,90 HUMBERT LANE,WASHINGTON,PA,15301,7242284740,750,Washington,120,107.1,False,True,False,False,True,3.74353,3.20221,For profit - Corporation,Medicare and Medicaid,10,6,5,64,1,0,64,2017-04-06,2016-03-04,0,0,48
395695,GREENERY CENTER FOR REHAB AND NURSING,2200 HILL CHURCH-HOUSTON ROAD,CANONSBURG,PA,15317,7247458000,750,Washington,140,97.4,False,False,False,False,True,3.14136,3.03164,For profit - Corporation,Medicare and Medicaid,17,16,2,116,1,0,116,2017-08-11,2016-09-02,0,0,96
395697,WOODLAND PARK REHAB CENTER,18889 CROGHAN PIKE,ORBISONIA,PA,17243,8144470300,380,Huntingdon,125,106.5,False,True,False,False,True,3.53854,3.3301,For profit - Corporation,Medicare and Medicaid,12,12,2,64,1,0,64,2017-01-26,2015-12-10,1,7023,144
395698,MEADOWCREST HEALTHCARE AND REHABILITATION CENTER,1200 BRAUN ROAD,BETHEL PARK,PA,15102,4128545500,10,Allegheny,50,42.9,False,False,False,False,True,3.37931,3.10446,Non profit - Corporation,Medicare and Medicaid,0,0,0,0,0,0,0,2017-11-08,2017-01-11,0,0,36
395701,ABINGTON MANOR,100 EDELLA ROAD,CLARKS SUMMIT,PA,18411,5705861002,420,Lackawanna,119,111.2,False,False,False,False,True,3.47693,2.99932,For profit - Corporation,Medicare and Medicaid,17,10,7,136,1,0,136,2017-02-03,2016-09-02,1,130485,84
395702,"BEACON RIDGE, A CHOICE COMM",1515 WAYNE AVENUE,INDIANA,PA,15701,7243495300,390,Indiana,118,94.4,False,False,False,False,True,3.51993,3.58332,Non profit - Corporation,Medicare and Medicaid,21,20,1,112,1,0,112,2017-11-16,2016-10-14,0,0,36
395704,"LAFAYETTE-REDEEMER, THE",8580 VERREE ROAD,PHILADELPHIA,PA,19111,2152142820,620,Philadelphia,120,112.7,False,True,False,False,True,3.56949,3.98245,Non profit - Corporation,Medicare and Medicaid,8,8,0,32,1,0,32,2017-07-13,2016-05-02,0,0,4
395705,HEMPFIELD MANOR,1118 WOODWARD DRIVE,GREENSBURG,PA,15601,7248364424,770,Westmoreland,120,113.3,False,False,False,False,True,3.5701,3.2288,For profit - Corporation,Medicare and Medicaid,14,9,5,80,1,0,80,2016-11-10,2015-12-31,0,0,84
395706,"GARDENS AT EAST MOUNTAIN, THE",101 EAST MOUNTAIN DRIVE,WILKES-BARRE,PA,18702,5708255892,480,Luzerne,120,106.4,False,False,False,False,True,3.30444,3.17895,For profit - Corporation,Medicare and Medicaid,12,12,0,92,1,0,92,2017-06-09,2016-07-22,1,7023,20
395707,CLARION HEALTHCARE AND REHABILITATION CENTER,999 HEIDRICK STREET,CLARION,PA,16214,8142266380,220,Clarion,83,42.8,False,False,False,False,True,3.46565,3.08379,For profit - Corporation,Medicare and Medicaid,4,2,2,20,1,0,20,2017-01-19,2016-02-11,0,0,20
395708,"GARDENS FOR MEMORY CARE AT EASTON, THE",500 WASHINGTON STREET,EASTON,PA,18042,6102533573,590,Northampton,115,110.9,False,False,False,False,True,3.41335,3.05138,For profit - Corporation,Medicare and Medicaid,5,3,2,28,1,0,28,2017-02-10,2016-01-12,0,0,4
395710,ATTLEBORO NURSING AND REHAB CE,300 EAST WINCHESTER AVE,LANGHORNE,PA,19047,2157573739,140,Bucks,179,167.5,False,True,False,False,True,3.45776,3.53735,For profit - Corporation,Medicare and Medicaid,6,5,1,40,1,0,40,2017-09-08,2016-10-21,1,6893,28
